"NFICode";"NFIName";"originalName";"originalNameAuthorship";"acceptedName";"acceptedNameAuthorship";"taxonomicStatus";"taxonRank"
11;"Abies amabilis";"Abies amabilis";"(Douglas ex Loudon) Douglas ex Forbes";"Abies amabilis";"Douglas ex J.Forbes";"Accepted";"species"
12;"Abies balsamea";"Abies balsamea";"(L.) Mill.";"Abies balsamea";"(L.) Mill.";"Accepted";"species"
14;"Abies bracteata";"Abies bracteata";"(D. Don) D. Don ex Poit.";"Abies bracteata";"(D.Don) Poit.";"Accepted";"species"
15;"Abies concolor";"Abies concolor";"(Gord. & Glend.) Lindl. ex Hildebr.";"Abies concolor";"(Gordon & Glend.) Lindl. ex Hildebr.";"Accepted";"species"
16;"Abies fraseri";"Abies fraseri";"(Pursh) Poir.";"Abies fraseri";"(Pursh) Poir.";"Accepted";"species"
17;"Abies grandis";"Abies grandis";"(Douglas ex D. Don) Lindl.";"Abies grandis";"(Douglas ex D.Don) Lindl.";"Accepted";"species"
19;"Abies lasiocarpa";"Abies lasiocarpa";"(Hook.) Nutt.";"Abies lasiocarpa";"(Hook.) Nutt.";"Accepted";"species"
18;"Abies lasiocarpa var. arizonica";"Abies lasiocarpa var. arizonica";"(Hook.) Nutt.";"Abies lasiocarpa  var. arizonica";"(Merriam) Lemmon";"Accepted";"variety"
20;"Abies magnifica";"Abies magnifica";"A. Murray bis";"Abies magnifica";"A.Murray bis";"Accepted";"species"
22;"Abies procera";"Abies procera";"Rehder";"Abies procera";"Rehder";"Accepted";"species"
21;"Abies shastensis";"Abies x shastensis";"(Lemmon) Lemmon";"Abies magnifica  var. shastensis";"Lemmon";"Accepted";"variety"
10;"Abies spp.";"Abies";"Mill.";"Abies";"Mill.";"Accepted";"genus"
6001;"Acacia anegadensis";"Acacia anegadensis";"Britton [excluded]";"Vachellia anegadensis";"(Britton) Seigler & Ebinger";"Accepted";"species"
6002;"Acacia aneura";"Acacia aneura";"F. Muell. ex Benth.";"Acacia aneura";"Benth.";"Accepted";"species"
6003;"Acacia auriculiformis";"Acacia auriculiformis";"A. Cunn. ex Benth.";"Acacia auriculiformis";"A.Cunn. ex Benth.";"Accepted";"species"
6004;"Acacia confusa";"Acacia confusa";"Merr.";"Acacia confusa";"Merr.";"Accepted";"species"
6016;"Acacia dealbata";"Acacia dealbata";"Link";"Acacia dealbata";"Link";"Accepted";"species"
6017;"Acacia decurrens";"Acacia decurrens";"(Wendl. f.) Willd.";"Acacia decurrens";"(J.C.Wendl.) Willd.";"Accepted";"species"
303;"Acacia farnesiana";"Acacia farnesiana";"(L.) Willd.";"Vachellia farnesiana";"(L.) Wight & Arn.";"Accepted";"species"
304;"Acacia greggii";"Acacia greggii";"A. Gray";"Senegalia greggii";"(A.Gray) Britton & Rose";"Accepted";"species"
6006;"Acacia koa";"Acacia koa";"A. Gray";"Acacia koa";"A.Gray";"Accepted";"species"
6007;"Acacia koaia";"Acacia koaia";"Hillebr.";"Acacia koaia";"Hillebr.";"Accepted";"species"
6019;"Acacia longifolia";"Acacia longifolia";"(Andrews) Willd.";"Acacia longifolia";"(Andrews) Willd.";"Accepted";"species"
6008;"Acacia macracantha";"Acacia macracantha";"Humb. & Bonpl. ex Willd.";"Vachellia macracantha";"(Humb. & Bonpl. ex Willd.) Seigler & Ebinger";"Accepted";"species"
6009;"Acacia mangium";"Acacia mangium";"Willd.";"Acacia mangium";"Willd.";"Accepted";"species"
6010;"Acacia mearnsii";"Acacia mearnsii";"De Wild.";"Acacia mearnsii";"De Wild.";"Accepted";"species"
6011;"Acacia melanoxylon";"Acacia melanoxylon";"R. Br.";"Acacia melanoxylon";"R.Br.";"Accepted";"species"
6012;"Acacia muricata";"Acacia muricata";"(L.) Willd.";"Parasenegalia muricata";"(L.) Seigler & Ebinger";"Accepted";"species"
6013;"Acacia nilotica";"Acacia nilotica";"(L.) Willd. ex Delile";"Vachellia nilotica";"(L.) P.J.H.Hurter & Mabb.";"Accepted";"species"
6014;"Acacia parramattensis";"Acacia parramattensis";"Tindale";"Acacia parramattensis";"Tindale";"Accepted";"species"
6015;"Acacia polyacantha";"Acacia polyacantha";"Willd.";"Senegalia polyacantha";"(Willd.) Seigler & Ebinger";"Accepted";"species"
300;"Acacia spp.";"Acacia";"Mill.";"Acacia";"Mill.";"Accepted";"genus"
6018;"Acacia tortuosa";"Acacia tortuosa";"(L.) Willd.";"Prosopis laevigata";"(Humb. & Bonpl. ex Willd.) M.C.Johnst.";"Accepted";"species"
6020;"Acacia verticillata";"Acacia verticillata";"(L'Hér.) Willd.";"Acacia verticillata";"(L'Hér.) Willd.";"Accepted";"species"
311;"Acer barbatum";"Acer barbatum";"Michx. p.p.";"Acer glabrum";"Torr.";"Accepted";"species"
5145;"Acer campestre";"Acer campestre";"L.";"Acer campestre";"L.";"Accepted";"species"
5146;"Acer circinatum";"Acer circinatum";"Pursh";"Acer circinatum";"Pursh";"Accepted";"species"
5147;"Acer ginnala";"Acer ginnala";"Maxim.";"Acer tataricum  subsp. ginnala";"(Maxim.) Wesm.";"Accepted";"subspecies"
321;"Acer glabrum";"Acer glabrum";"Torr.";"Acer glabrum";"Torr.";"Accepted";"species"
322;"Acer grandidentatum";"Acer grandidentatum";"Nutt.";"Acer saccharum  subsp. grandidentatum";"(Nutt.) Desmarais";"Accepted";"subspecies"
5148;"Acer griseum";"Acer griseum";"(Franch.) Pax";"Acer griseum";"(Franch.) Pax";"Accepted";"species"
323;"Acer leucoderme";"Acer leucoderme";"Small";"Acer saccharum  subsp. leucoderme";"(Small) Desmarais";"Accepted";"subspecies"
312;"Acer macrophyllum";"Acer macrophyllum";"Pursh";"Acer macrophyllum";"Pursh";"Accepted";"species"
5155;"Acer miyabei ssp. Morton";"Acer miyabei";;"Acer miyabei";"Maxim.";"Accepted";"species"
5149;"Acer mono";"Acer mono";;"Acer pictum  subsp. mono";"(Maxim.) H.Ohashi";"Accepted";"subspecies"
313;"Acer negundo";"Acer negundo";"L.";"Acer negundo";"L.";"Accepted";"species"
314;"Acer nigrum";"Acer nigrum";"Michx. f.";"Acer saccharum  subsp. nigrum";"(F.Michx.) Desmarais";"Accepted";"subspecies"
5150;"Acer palmatum";"Acer palmatum";"Thunb.";"Acer palmatum";"Thunb.";"Accepted";"species"
315;"Acer pensylvanicum";"Acer pensylvanicum";"L.";"Acer pensylvanicum";"L.";"Accepted";"species"
320;"Acer platanoides";"Acer platanoides";"L.";"Acer platanoides";"L.";"Accepted";"species"
5157;"Acer platanoides x truncatum";"Acer platanoides x truncatum";;"Acer platanoides";"L.";"Accepted";"species"
5151;"Acer pseudoplatanus";"Acer pseudoplatanus";"L.";"Acer pseudoplatanus";"L.";"Accepted";"species"
316;"Acer rubrum";"Acer rubrum";"L.";"Acer rubrum";"L.";"Accepted";"species"
317;"Acer saccharinum";"Acer saccharinum";"L.";"Acer saccharinum";"L.";"Accepted";"species"
318;"Acer saccharum";"Acer saccharum";"Marshall";"Acer saccharum";"Marshall";"Accepted";"species"
319;"Acer spicatum";"Acer spicatum";"Lam.";"Acer spicatum";"Lam.";"Accepted";"species"
310;"Acer spp.";"Acer";"L.";"Acer";"L.";"Accepted";"genus"
5152;"Acer tataricum";"Acer tataricum";"L.";"Acer tataricum";"L.";"Accepted";"species"
5156;"Acer triflorum";"Acer triflorum";;"Acer triflorum";"Kom.";"Accepted";"species"
5154;"Acer x freemanii";"Acer x freemanii";"A.E. Murray";"Acer × freemanii";"A.E.Murray";"Accepted";"species"
6021;"Acnistus arborescens";"Acnistus arborescens";"(L.) Schltdl.";"Iochroma arborescens";"J.M.H.Shaw";"Accepted";"species"
906;"Acoelorraphe wrightii";"Acoelorraphe wrightii";"(Griseb. & H. Wendl.) H. Wendl. ex Becc.";"Acoelorraphe wrightii";"H.Wendl. ex Becc.";"Accepted";"species"
6023;"Acrocomia media";"Acrocomia media";"O.F. Cook";"Acrocomia media";"O.F.Cook";"Accepted";"species"
6025;"Adansonia digitata";"Adansonia digitata";"L.";"Adansonia digitata";"L.";"Accepted";"species"
6026;"Adelia ricinella";"Adelia ricinella";"L.";"Adelia ricinella";"L.";"Accepted";"species"
6028;"Adenanthera pavonina";"Adenanthera pavonina";"L.";"Adenanthera pavonina";"L.";"Accepted";"species"
6029;"Adenanthera spp.";"Adenanthera";"L.";"Adenanthera";"L.";"Accepted";"genus"
6032;"Aegiphila martinicensis";"Aegiphila martinicensis";"Jacq.";"Aegiphila martinicensis";"Jacq.";"Accepted";"species"
333;"Aesculus californica";"Aesculus californica";"(Spach) Nutt.";"Aesculus californica";"(Spach) Nutt.";"Accepted";"species"
332;"Aesculus flava";"Aesculus flava";"Aiton";"Aesculus flava";"Sol.";"Accepted";"species"
331;"Aesculus glabra";"Aesculus glabra";"Willd.";"Aesculus glabra";"Willd.";"Accepted";"species"
334;"Aesculus glabra var. arguta";"Aesculus glabra var. arguta";"Willd.";"Aesculus glabra  var. arguta";"(Buckley) Rob.";"Accepted";"variety"
5163;"Aesculus hippocastanum";"Aesculus hippocastanum";"L.";"Aesculus hippocastanum";"L.";"Accepted";"species"
5164;"Aesculus parviflora";"Aesculus parviflora";"Walter";"Aesculus parviflora";"Walter";"Accepted";"species"
336;"Aesculus pavia";"Aesculus pavia";"L.";"Aesculus pavia";"L.";"Accepted";"species"
330;"Aesculus spp.";"Aesculus";"L.";"Aesculus";"L.";"Accepted";"genus"
337;"Aesculus sylvatica";"Aesculus sylvatica";"W. Bartram";"Aesculus sylvatica";"W.Bartram";"Accepted";"species"
6034;"Afrocarpus falcatus";"Afrocarpus falcatus";"(Thunb.) C.N. Page";"Afrocarpus falcatus";"(Thunb.) C.N.Page";"Accepted";"species"
6035;"Afrocarpus gracilior";"Afrocarpus gracilior";;"Afrocarpus gracilior";"(Pilg.) C.N.Page";"Accepted";"species"
6036;"Agathis australis";"Agathis australis";"(D. Don) Steud.";"Agathis australis";"(D.Don) Lindl.";"Accepted";"species"
6037;"Agathis robusta";"Agathis robusta";"(C. Moore ex F. Muell.) F.M. Bailey";"Agathis robusta";"(C.Moore ex F.Muell.) F.M.Bailey";"Accepted";"species"
6042;"Aglaia mariannensis";"Aglaia mariannensis";"sensu Kaneh., non Merr.";"Aglaia mariannensis";"Merr.";"Accepted";"species"
6043;"Aglaia palauensis";"Aglaia palauensis";;"Aglaia mariannensis";"Merr.";"Accepted";"species"
6044;"Aglaia ponapensis";"Aglaia ponapensis";"Kaneh.";"Aglaia mariannensis";"Merr.";"Accepted";"species"
6046;"Aglaia samoensis";"Aglaia samoensis";;"Aglaia samoensis";"A.Gray";"Accepted";"species"
6047;"Aglaia spp.";"Aglaia";"Lour.";"Aglaia";"Lour.";"Accepted";"genus"
6048;"Aidia cochinchinensis";"Aidia cochinchinensis";"Lour.";"Aidia cochinchinensis";"Lour.";"Accepted";"species"
6049;"Aidia racemosa";"Aidia racemosa";"(Cav.) Tirveng.";"Aidia racemosa";"(Cav.) Tirveng.";"Accepted";"species"
341;"Ailanthus altissima";"Ailanthus altissima";"(Mill.) Swingle";"Ailanthus altissima";"(Mill.) Swingle";"Accepted";"species"
6051;"Ailanthus spp.";"Ailanthus";"Desf.";"Ailanthus";"Desf.";"Accepted";"genus"
6053;"Aiphanes minima";"Aiphanes minima";"(Gaertn.) Burret";"Aiphanes minima";"(Gaertn.) Burret";"Accepted";"species"
6055;"Albizia adinocephala";"Albizia adinocephala";"(Donn. Sm.) Britton & Rose ex Record";"Albizia adinocephala";"(Donn.Sm.) Britton & Rose ex Record";"Accepted";"species"
6056;"Albizia carbonaria";"Albizia carbonaria";"Britton";"Albizia carbonaria";"Britton";"Accepted";"species"
6057;"Albizia chinensis";"Albizia chinensis";"(Osbeck) Merr.";"Albizia chinensis";"(Osbeck) Merr.";"Accepted";"species"
6058;"Albizia falcataria";"Albizia falcataria";"(L.) Fosberg";"Falcataria falcata";"(L.) Greuter & R.Rankin";"Accepted";"species"
345;"Albizia julibrissin";"Albizia julibrissin";"Durazz.";"Albizia julibrissin";"Durazz.";"Accepted";"species"
6059;"Albizia lebbeck";"Albizia lebbeck";"(L.) Benth.";"Albizia lebbeck";"(L.) Benth.";"Accepted";"species"
6060;"Albizia procera";"Albizia procera";"(Roxb.) Benth.";"Albizia procera";"(Roxb.) Benth.";"Accepted";"species"
6061;"Albizia retusa";"Albizia retusa";"Benth.";"Albizia retusa";"Benth.";"Accepted";"species"
6062;"Albizia saponaria";"Albizia saponaria";"(Lour.) Blume ex Miq.";"Albizia saponaria";"(Lour.) Miq.";"Accepted";"species"
6063;"Albizia spp.";"Albizia";"Durazz.";"Albizia";"Durazz.";"Accepted";"genus"
6064;"Alchornea latifolia";"Alchornea latifolia";"Sw.";"Alchornea latifolia";"Sw.";"Accepted";"species"
6066;"Alchorneopsis floribunda";"Alchorneopsis floribunda";"(Benth.) Müll. Arg.";"Alchorneopsis floribunda";"Müll.Arg.";"Accepted";"species"
6069;"Alectryon macrococcus";"Alectryon macrococcus";"Radlk.";"Alectryon macrococcum";"Radlk.";"Accepted";"species"
6073;"Alectryon spp.";"Alectryon";"Gaertn.";"Alectryon";"Gaertn.";"Accepted";"genus"
6075;"Aleurites moluccana";"Aleurites moluccana";"(L.) Willd., orth. var.";"Aleurites moluccanus";"Willd.";"Accepted";"species"
6077;"Aleurites spp.";"Aleurites";"J.R. Forst. & G. Forst.";"Aleurites";"J.R.Forst. & G.Forst.";"Accepted";"genus"
6078;"Aleurites trisperma";"Aleurites trisperma";"Blanco, orth. var.";"Reutealis trisperma";"(Blanco) Airy Shaw";"Accepted";"species"
6080;"Allophylus crassinervis";"Allophylus crassinervis";"Radlk.";"Allophylus crassinervis";"Radlk.";"Accepted";"species"
6082;"Allophylus racemosus";"Allophylus racemosus";"Sw.";"Allophylus racemosus";"Sw.";"Accepted";"species"
6083;"Allophylus spp.";"Allophylus";"L.";"Allophylus";"L.";"Accepted";"genus"
6084;"Allophylus ternatus";"Allophylus ternatus";"(J.R. Forst. & G. Forst.) Radlk.";"Allophylus amboinensis";"Blume";"Accepted";"species"
6085;"Allophylus timorensis";"Allophylus timorensis";"(DC.) Blume, orth. var.";"Allophylus timorensis";"Blume";"Accepted";"species"
5189;"Alnus cordata";"Alnus cordata";"(Loisel.) Duby";"Alnus cordata";"(Loisel.) Duby";"Accepted";"species"
355;"Alnus glutinosa";"Alnus glutinosa";"(L.) Gaertn.";"Alnus glutinosa";"(L.) Gaertn.";"Accepted";"species"
5188;"Alnus incana";"Alnus incana";"(L.) Moench";"Alnus incana";"(L.) Moench";"Accepted";"species"
6086;"Alnus nepalensis";"Alnus nepalensis";"D. Don";"Alnus nepalensis";"D.Don";"Accepted";"species"
353;"Alnus oblongifolia";"Alnus oblongifolia";"Torr.";"Alnus oblongifolia";"Torr.";"Accepted";"species"
352;"Alnus rhombifolia";"Alnus rhombifolia";"Nutt.";"Alnus rhombifolia";"Nutt.";"Accepted";"species"
351;"Alnus rubra";"Alnus rubra";"Bong.";"Alnus rubra";"Bong.";"Accepted";"species"
5190;"Alnus serrulata";"Alnus serrulata";"(Aiton) Willd.";"Alnus serrulata";"Willd.";"Accepted";"species"
350;"Alnus spp.";"Alnus";"Mill.";"Alnus";"Mill.";"Accepted";"genus"
5192;"Alnus viridis";"Alnus viridis";"(Chaix) DC.";"Alnus alnobetula  subsp. fruticosa";"(Rupr.) Raus";"Accepted";"subspecies"
6088;"Alphitonia carolinensis";"Alphitonia carolinensis";"Hosok.";"Alphitonia carolinensis";"Hosok.";"Accepted";"species"
6089;"Alphitonia ponderosa";"Alphitonia ponderosa";"Hillebr.";"Alphitonia ponderosa";"Hillebr.";"Accepted";"species"
6090;"Alphitonia spp.";"Alphitonia";"Reissek ex Endl.";"Alphitonia";"Reissek ex Endl.";"Accepted";"genus"
6091;"Alphitonia zizyphoides";"Alphitonia zizyphoides";;"Alphitonia zizyphoides";"A.Gray";"Accepted";"species"
6092;"Alsophila bryophila";"Alsophila bryophila";"R. Tryon";"Alsophila bryophila";"R.M.Tryon";"Accepted";"species"
6093;"Alsophila portoricensis";"Alsophila portoricensis";"(Spreng. ex Kuhn) Conant";"Alsophila portoricensis";"(Kuhn) D.S.Conant";"Accepted";"species"
6095;"Alstonia macrophylla";"Alstonia macrophylla";"Wall. ex G. Don";"Alstonia macrophylla";"Wall. ex G.Don";"Accepted";"species"
6096;"Alstonia pacifica";"Alstonia pacifica";;"Tabernaemontana pandacaqui";"Lam.";"Accepted";"species"
6097;"Alstonia spp.";"Alstonia";"R. Br.";"Alstonia";"R.Br.";"Accepted";"genus"
357;"Amelanchier arborea";"Amelanchier arborea";"(Michx. f.) Fernald";"Amelanchier arborea";"(F.Michx.) Fernald";"Accepted";"species"
5203;"Amelanchier laevis";"Amelanchier laevis";"Wiegand";"Amelanchier laevis";"Wiegand";"Accepted";"species"
358;"Amelanchier sanguinea";"Amelanchier sanguinea";"(Pursh) DC.";"Amelanchier sanguinea";"(Pursh) DC.";"Accepted";"species"
356;"Amelanchier spp.";"Amelanchier";"Medik.";"Amelanchier";"Medik.";"Accepted";"genus"
6101;"Amphitecna latifolia";"Amphitecna latifolia";"(Mill.) A.H. Gentry";"Amphitecna latifolia";"(Mill.) A.H.Gentry";"Accepted";"species"
6103;"Amyris balsamifera";"Amyris balsamifera";"L.";"Amyris balsamifera";"L.";"Accepted";"species"
852;"Amyris elemifera";"Amyris elemifera";"L.";"Amyris elemifera";"L.";"Accepted";"species"
6107;"Anacardium occidentale";"Anacardium occidentale";"L.";"Anacardium occidentale";"L.";"Accepted";"species"
6106;"Anacardium spp.";"Anacardium";"L.";"Anacardium";"L.";"Accepted";"genus"
6108;"Anacolosa glochidiiformis";"Anacolosa glochidiiformis";"Kaneh. & Hatus.";"Anacolosa glochidiiformis";"Kaneh. & Hatus.";"Accepted";"species"
6109;"Anacolosa insularis";"Anacolosa insularis";;"Anacolosa insularis";"Christoph.";"Accepted";"species"
6111;"Anadenanthera peregrina";"Anadenanthera peregrina";"(L.) Speg.";"Anadenanthera peregrina";"(L.) Speg.";"Accepted";"species"
6114;"Andira inermis";"Andira inermis";"(W. Wright) Kunth ex DC.";"Andira inermis";"(W.Wright) DC.";"Accepted";"species"
6118;"Angiopteris evecta";"Angiopteris evecta";"(J.R. Forst.) Hoffm.";"Angiopteris evecta";"(Forst.) Hoffm.";"Accepted";"species"
6120;"Aniba bracteata";"Aniba bracteata";"(Nees) Mez";"Aniba bracteata";"(Nees) Mez";"Accepted";"species"
6124;"Annona cherimola";"Annona cherimola";"Mill.";"Annona cherimola";"Mill.";"Accepted";"species"
6125;"Annona diversifolia";"Annona diversifolia";"Saff.";"Annona macroprophyllata";"Donn.Sm.";"Accepted";"species"
853;"Annona glabra";"Annona glabra";"L.";"Annona glabra";"L.";"Accepted";"species"
6127;"Annona montana";"Annona montana";"Macfad.";"Annona montana";"Macfad.";"Accepted";"species"
6128;"Annona muricata";"Annona muricata";"L.";"Annona muricata";"L.";"Accepted";"species"
6129;"Annona reticulata";"Annona reticulata";"L.";"Annona reticulata";"L.";"Accepted";"species"
6130;"Annona spp.";"Annona";"L.";"Annona";"L.";"Accepted";"genus"
6131;"Annona squamosa";"Annona squamosa";"L.";"Annona squamosa";"L.";"Accepted";"species"
6137;"Antidesma bunius";"Antidesma bunius";"(L.) Spreng.";"Antidesma bunius";"(L.) Spreng.";"Accepted";"species"
6135;"Antidesma kapuae";"Antidesma x kapuae";"Rock (pro sp.)";"Antidesma × kapuae";"Rock";"Accepted";"species"
6138;"Antidesma kusaiense";"Antidesma kusaiense";;"Antidesma excavatum  var. excavatum";;"Accepted";"variety"
6139;"Antidesma platyphyllum";"Antidesma platyphyllum";"H. Mann";"Antidesma platyphyllum";"H.Mann";"Accepted";"species"
6142;"Antidesma ponapense";"Antidesma ponapense";;"Antidesma excavatum";"Miq.";"Accepted";"species"
6143;"Antidesma pulvinatum";"Antidesma pulvinatum";"Hillebr.";"Antidesma pulvinatum";"Hillebr.";"Accepted";"species"
6144;"Antidesma sphaerocarpum";"Antidesma sphaerocarpum";;"Antidesma excavatum  var. excavatum";;"Accepted";"variety"
6145;"Antidesma spp.";"Antidesma";"L.";"Antidesma";"L.";"Accepted";"genus"
6146;"Antirhea acutata";"Antirhea acutata";"(DC.) Urb.";"Stenostomum acutatum";"DC.";"Accepted";"species"
6147;"Antirhea coriacea";"Antirhea coriacea";"(Vahl) Urb.";"Stenostomum coriaceum";"Griseb.";"Accepted";"species"
6148;"Antirhea inconspicua";"Antirhea inconspicua";;"Guettardella inconspicua";"(Seem.) M.E.Jansen";"Accepted";"species"
6149;"Antirhea lucida";"Antirhea lucida";"(Sw.) Hook. f.";"Stenostomum lucidum";"C.F.Gaertn.";"Accepted";"species"
6150;"Antirhea obtusifolia";"Antirhea obtusifolia";"Urb.";"Stenostomum obtusifolium";"Britton & P.Wilson";"Accepted";"species"
6151;"Antirhea portoricensis";"Antirhea portoricensis";"(Britton & P. Wilson) Standl.";"Stenostomum portoricense";"Britton & P.Wilson";"Accepted";"species"
6152;"Antirhea sintenisii";"Antirhea sintenisii";"Urb.";"Stenostomum sintenisii";"Britton & P.Wilson";"Accepted";"species"
5232;"Aralia elata";"Aralia elata";"(Miq.) Seem.";"Aralia elata";"(Miq.) Seem.";"Accepted";"species"
5233;"Aralia spinosa";"Aralia spinosa";"L.";"Aralia spinosa";"L.";"Accepted";"species"
6154;"Araucaria angustifolia";"Araucaria angustifolia";"(Bertol.) Kuntze";"Araucaria angustifolia";"(Bertol.) Kuntze";"Accepted";"species"
6155;"Araucaria columnaris";"Araucaria columnaris";"(G. Forst.) Hook.";"Araucaria columnaris";"Hook.";"Accepted";"species"
6156;"Araucaria excelsa";"Araucaria excelsa";"(Lamb.) R. Br.";"Araucaria columnaris";"Hook.";"Accepted";"species"
6157;"Araucaria heterophylla";"Araucaria heterophylla";"(Salisb.) Franco";"Araucaria heterophylla";"(Salisb.) Franco";"Accepted";"species"
6158;"Araucaria spp.";"Araucaria";"Juss.";"Araucaria";"Juss.";"Accepted";"genus"
362;"Arbutus arizonica";"Arbutus arizonica";"(A. Gray) Sarg.";"Arbutus arizonica";"(A.Gray) Sarg.";"Accepted";"species"
361;"Arbutus menziesii";"Arbutus menziesii";"Pursh";"Arbutus menziesii";"Pursh";"Accepted";"species"
360;"Arbutus spp.";"Arbutus";"L.";"Arbutus";"L.";"Accepted";"genus"
6180;"Arbutus unedo";"Arbutus unedo";"L.";"Arbutus unedo";"L.";"Accepted";"species"
363;"Arbutus xalapensis";"Arbutus xalapensis";"Kunth";"Arbutus xalapensis";"Kunth";"Accepted";"species"
6159;"Archontophoenix alexandrae";"Archontophoenix alexandrae";"(F. Muell.) H. Wendl. & Drude";"Archontophoenix alexandrae";"(F.Muell.) H.Wendl. & Drude";"Accepted";"species"
6160;"Archontophoenix cunninghamiana";"Archontophoenix cunninghamiana";;"Archontophoenix cunninghamiana";"(H.Wendl.) H.Wendl. & Drude";"Accepted";"species"
6161;"Ardisia elliptica";"Ardisia elliptica";"Thunb.";"Ardisia elliptica";"Thunb.";"Accepted";"species"
6162;"Ardisia glauciflora";"Ardisia glauciflora";"Urb.";"Ardisia glauciflora";"Urb.";"Accepted";"species"
6163;"Ardisia luquillensis";"Ardisia luquillensis";"(Britton) Alain";"Ardisia luquillensis";"(Britton) Alain";"Accepted";"species"
6164;"Ardisia obovata";"Ardisia obovata";"Desv. ex Ham.";"Ardisia obovata";"Desv.";"Accepted";"species"
6165;"Ardisia solanacea";"Ardisia solanacea";"Roxb.";"Ardisia solanacea";"Roxb.";"Accepted";"species"
6166;"Ardisia spp.";"Ardisia";"Sw.";"Ardisia";"Sw.";"Accepted";"genus"
6167;"Areca catechu";"Areca catechu";"L.";"Areca catechu";"L.";"Accepted";"species"
6169;"Arenga pinnata";"Arenga pinnata";"(Wurmb) Merr.";"Arenga pinnata";"Merr.";"Accepted";"species"
6171;"Artocarpus altilis";"Artocarpus altilis";"(Parkinson) Fosberg";"Artocarpus altilis";"(Parkinson) Fosberg";"Accepted";"species"
6173;"Artocarpus heterophyllus";"Artocarpus heterophyllus";"Lam.";"Artocarpus heterophyllus";"Lam.";"Accepted";"species"
6175;"Artocarpus mariannensis";"Artocarpus mariannensis";"Trécul";"Artocarpus mariannensis";"Trécul";"Accepted";"species"
6176;"Artocarpus nobilis";"Artocarpus nobilis";;"Artocarpus nobilis";"Thwaites";"Accepted";"species"
6177;"Artocarpus odoratissimus";"Artocarpus odoratissimus";"Blanco";"Artocarpus odoratissimus";"Blanco";"Accepted";"species"
6178;"Artocarpus spp.";"Artocarpus";"J.R. Forst. & G. Forst.";"Artocarpus";"J.R.Forst. & G.Forst.";"Accepted";"genus"
6179;"Arytera brackenridgei";"Arytera brackenridgei";;"Arytera brackenridgei";"Radlk.";"Accepted";"species"
6181;"Ascarina diffusa";"Ascarina diffusa";"A.C. Sm.";"Ascarina diffusa";"A.C.Sm.";"Accepted";"species"
5256;"Asimina parviflora";"Asimina parviflora";"(Michx.) Dunal";"Asimina parviflora";"(Michx.) Dunal";"Accepted";"species"
367;"Asimina triloba";"Asimina triloba";"(L.) Dunal";"Asimina triloba";"(L.) Dunal";"Accepted";"species"
6184;"Astronidium kusaianum";"Astronidium kusaianum";"Hosok.";"Astronidium carolinense";"(Kaneh.) Markgr.";"Accepted";"species"
6185;"Astronidium navigatorum";"Astronidium navigatorum";;"Astronidium navigatorum";"Christoph.";"Accepted";"species"
6186;"Astronidium palauense";"Astronidium palauense";"(Kaneh.) Markgr.";"Astronidium palauense";"(Kaneh.) Markgr.";"Accepted";"species"
6187;"Astronidium pickeringii";"Astronidium pickeringii";"(A. Gray) Christoph.";"Astronidium victoriae";"(Gillespie) A.C.Sm.";"Accepted";"species"
6188;"Astronidium samoense";"Astronidium samoense";;"Astronidium samoense";"(S.Moore) Markgr.";"Accepted";"species"
6189;"Astronidium spp.";"Astronidium";"A. Gray";"Astronidium";"A.Gray";"Accepted";"genus"
6190;"Astronidium subcordata";"Astronidium subcordata";;"Astronidium subcordatum";"(A.Gray) Christoph.";"Accepted";"species"
6193;"Atuna racemosa";"Atuna racemosa";"Raf.";"Atuna excelsa  subsp. racemosa";"(Raf.) Prance";"Accepted";"subspecies"
6197;"Averrhoa bilimbi";"Averrhoa bilimbi";"L.";"Averrhoa bilimbi";"L.";"Accepted";"species"
6198;"Averrhoa carambola";"Averrhoa carambola";"L.";"Averrhoa carambola";"L.";"Accepted";"species"
6199;"Averrhoa spp.";"Averrhoa";"Adans.";"Averrhoa";"L.";"Accepted";"genus"
6200;"Avicennia alba";"Avicennia alba";;"Avicennia alba";"Blume";"Accepted";"species"
986;"Avicennia germinans";"Avicennia germinans";"(L.) L.";"Avicennia germinans";"(L.) L.";"Accepted";"species"
6203;"Avicennia marina";"Avicennia marina";"(Forssk.) Vierh.";"Avicennia marina";"(Forssk.) Vierh.";"Accepted";"species"
6205;"Avicennia spp.";"Avicennia";"L.";"Avicennia";"L.";"Accepted";"genus"
6206;"Azadirachta indica";"Azadirachta indica";"A. Juss.";"Azadirachta indica";"A.Juss.";"Accepted";"species"
6208;"Baccaurea taitensis";"Baccaurea taitensis";;"Baccaurea taitensis";"Müll.Arg.";"Accepted";"species"
5259;"Baccharis glomeruliflora";"Baccharis glomeruliflora";"Pers.";"Baccharis glomeruliflora";"Pers.";"Accepted";"species"
5260;"Baccharis halimifolia";"Baccharis halimifolia";"L.";"Baccharis halimifolia";"L.";"Accepted";"species"
5261;"Bactris gasipaes";"Bactris gasipaes";"Kunth";"Bactris gasipaes";"Kunth";"Accepted";"species"
6213;"Badusa palauensis";"Badusa palauensis";"Valeton";"Badusa palauensis";"Valeton";"Accepted";"species"
6215;"Bambusa spp.";"Bambusa";"Schreb.";"Bambusa";"Schreb.";"Accepted";"genus"
