"NFICode";"NFIName";"originalName";"originalNameAuthorship";"acceptedName";"acceptedNameAuthorship";"taxonomicStatus";"taxonRank"
7481;"Ixora thwaitesii";"Ixora thwaitesii";"Hook. f.";"Ixora thwaitesii";"Hook.f.";"Accepted";"species"
7482;"Jacaranda mimosifolia";"Jacaranda mimosifolia";"D. Don";"Jacaranda mimosifolia";"D.Don";"Accepted";"species"
7483;"Jacaranda spp.";"Jacaranda";"Juss.";"Jacaranda";"Juss.";"Accepted";"genus"
7485;"Jacquinia armillaris";"Jacquinia armillaris";"Jacq.";"Jacquinia armillaris";"Jacq.";"Accepted";"species"
7487;"Jacquinia berteroi";"Jacquinia berteroi";"Spreng.";"Jacquinia berteroi";"Spreng.";"Accepted";"species"
7490;"Jacquinia umbellata";"Jacquinia umbellata";"A. DC.";"Bonellia umbellata";"(A.DC.) B.Ståhl & Källersjö";"Accepted";"species"
7491;"Jatropha curcas";"Jatropha curcas";"L.";"Jatropha curcas";"L.";"Accepted";"species"
7492;"Jatropha hernandiifolia";"Jatropha hernandiifolia";"Vent.";"Jatropha hernandiifolia";"Vent.";"Accepted";"species"
7493;"Jatropha multifida";"Jatropha multifida";"L.";"Jatropha multifida";"L.";"Accepted";"species"
7494;"Jatropha spp.";"Jatropha";"L.";"Jatropha";"L.";"Accepted";"genus"
604;"Juglans californica";"Juglans californica";"S. Watson";"Juglans californica";"S.Watson";"Accepted";"species"
601;"Juglans cinerea";"Juglans cinerea";"L.";"Juglans cinerea";"L.";"Accepted";"species"
603;"Juglans hindsii";"Juglans hindsii";"(Jeps.) Jeps. ex R.E. Sm.";"Juglans hindsii";"(Jeps.) Jeps. ex R.E.Sm.";"Accepted";"species"
7495;"Juglans jamaicensis";"Juglans jamaicensis";"C. DC.";"Juglans jamaicensis";"C.DC.";"Accepted";"species"
606;"Juglans major";"Juglans major";"(Torr.) A. Heller";"Juglans major";"(Torr.) A.Heller";"Accepted";"species"
605;"Juglans microcarpa";"Juglans microcarpa";"Berl.";"Juglans microcarpa";"Berland.";"Accepted";"species"
602;"Juglans nigra";"Juglans nigra";"L.";"Juglans nigra";"L.";"Accepted";"species"
7496;"Juglans regia";"Juglans regia";"L.";"Juglans regia";"L.";"Accepted";"species"
600;"Juglans spp.";"Juglans";"L.";"Juglans";"L.";"Accepted";"genus"
61;"Juniperus ashei";"Juniperus ashei";"J. Buchholz";"Juniperus ashei";"J.Buchholz";"Accepted";"species"
62;"Juniperus californica";"Juniperus californica";"Carrière";"Juniperus californica";"Carrière";"Accepted";"species"
7489;"Juniperus chinensis";"Juniperus chinensis";"L.";"Juniperus chinensis";"L.";"Accepted";"species"
59;"Juniperus coahuilensis";"Juniperus coahuilensis";"(Martínez) Gaussen ex R.P. Adams";"Juniperus coahuilensis";"(Martínez) Gaussen ex R.P.Adams";"Accepted";"species"
63;"Juniperus deppeana";"Juniperus deppeana";"Steud.";"Juniperus deppeana";"Steud.";"Accepted";"species"
60;"Juniperus flaccida";"Juniperus flaccida";"Schltdl.";"Juniperus flaccida";"Schltdl.";"Accepted";"species"
69;"Juniperus monosperma";"Juniperus monosperma";"(Engelm.) Sarg.";"Juniperus monosperma";"Sarg.";"Accepted";"species"
64;"Juniperus occidentalis";"Juniperus occidentalis";"Hook.";"Juniperus occidentalis";"Hook.";"Accepted";"species"
65;"Juniperus osteosperma";"Juniperus osteosperma";"(Torr.) Little";"Juniperus osteosperma";"(Torr.) Little";"Accepted";"species"
58;"Juniperus pinchotii";"Juniperus pinchotii";"Sudw.";"Juniperus pinchotii";"Sudw.";"Accepted";"species"
66;"Juniperus scopulorum";"Juniperus scopulorum";"Sarg.";"Juniperus scopulorum";"Sarg.";"Accepted";"species"
57;"Juniperus spp.";"Juniperus";"L.";"Juniperus";"L.";"Accepted";"genus"
68;"Juniperus virginiana";"Juniperus virginiana";"L.";"Juniperus virginiana";"L.";"Accepted";"species"
67;"Juniperus virginiana var. silicicola";"Juniperus virginiana var. silicicola";"L.";"Juniperus virginiana  var. silicicola";"(Small) A.E.Murray";"Accepted";"variety"
7497;"Kayea pacifica";"Kayea pacifica";"Hosok.";"Kayea pacifica";"Hosok.";"Unchecked";"species"
7499;"Khaya anthotheca";"Khaya anthotheca";"(Welw.) C. DC.";"Khaya anthotheca";"C.DC.";"Accepted";"species"
7501;"Khaya senegalensis";"Khaya senegalensis";"(Desr.) A. Juss.";"Khaya senegalensis";"A.Juss.";"Accepted";"species"
7503;"Kigelia africana";"Kigelia africana";"(Lam.) Benth.";"Kigelia africana";"(Lam.) Benth.";"Accepted";"species"
7506;"Kleinhovia hospita";"Kleinhovia hospita";"L.";"Kleinhovia hospita";"L.";"Accepted";"species"
7508;"Koanophyllon polyodon";"Koanophyllon polyodon";"(Urb.) R.M. King & H. Rob.";"Koanophyllon polyodon";"(Urb.) R.M.King & H.Rob.";"Accepted";"species"
7507;"Koelreuteria bipinnata";"Koelreuteria bipinnata";"Franchet";"Koelreuteria bipinnata";"Franch.";"Accepted";"species"
7515;"Koelreuteria paniculata";"Koelreuteria paniculata";"Laxm.";"Koelreuteria paniculata";"Laxm.";"Accepted";"species"
7509;"Kokia cookei";"Kokia cookei";"O. Deg.";"Kokia cookei";"O.Deg.";"Accepted";"species"
7510;"Kokia drynarioides";"Kokia drynarioides";"(Seem.) Lewt.";"Kokia drynarioides";"Lewton";"Accepted";"species"
7511;"Kokia kauaiensis";"Kokia kauaiensis";"(Rock) O. Deg. & Duvel";"Kokia kauaiensis";"(Rock) O.Deg. & Duvel";"Accepted";"species"
7512;"Kokia lanceolata";"Kokia lanceolata";"Lewt.";"Kokia lanceolata";"Lewton";"Accepted";"species"
7513;"Kokia spp.";"Kokia";"Lewt.";"Kokia";"Lewton";"Accepted";"genus"
7514;"Krugiodendron ferreum";"Krugiodendron ferreum";"(Vahl) Urb.";"Krugiodendron ferreum";"Urb.";"Accepted";"species"
7516;"Kunzea ericoides";"Kunzea ericoides";"(A. Rich.) J. Thomp.";"Kunzea ericoides";"(A.Rich.) Joy Thomps.";"Accepted";"species"
7517;"Kunzea spp.";"Kunzea";"Rchb.";"Kunzea";"Rchb.";"Accepted";"genus"
7518;"Labordia fagraeoidea";"Labordia fagraeoidea";"Gaudich.";"Labordia fagraeoidea";"Gaudich.";"Unchecked";"species"
7519;"Labordia hedyosmifolia";"Labordia hedyosmifolia";"Baill.";"Geniostoma hedyosmifolium";"(Baill.) Byng & Christenh.";"Accepted";"species"
7520;"Labordia hirtella";"Labordia hirtella";"H. Mann";"Geniostoma hirtellum";"(H.Mann) Byng & Christenh.";"Accepted";"species"
7521;"Labordia kaalae";"Labordia kaalae";"Forbes";"Geniostoma kaalae";"(C.N.Forbes) K.L.Gibbons, B.J.Conn & Henwood";"Accepted";"species"
7522;"Labordia lydgatei";"Labordia lydgatei";"Forbes";"Geniostoma lydgatei";"(C.N.Forbes) Byng & Christenh.";"Accepted";"species"
7523;"Labordia spp.";"Labordia";"Gaudich.";"Geniostoma";"J.R.Forst. & G.Forst.";"Accepted";"genus"
7524;"Labordia tinifolia";"Labordia tinifolia";"A. Gray";"Geniostoma tinifolium";"(A.Gray) Byng & Christenh.";"Accepted";"species"
7528;"Labordia triflora";"Labordia triflora";"Hillebr.";"Labordia triflora";"Hillebr.";"Unchecked";"species"
7529;"Labordia waiolani";"Labordia waiolani";"Wawra";"Geniostoma waiolani";"(Wawra) Byng & Christenh.";"Accepted";"species"
7531;"Laburnum anagyroides";"Laburnum anagyroides";"Medik.";"Laburnum anagyroidis";"Medik.";"Accepted";"species"
7530;"Laetia procera";"Laetia procera";"(Poepp.) Eichl.";"Laetia procera";"(Poepp.) Eichler";"Accepted";"species"
7532;"Lagerstroemia indica";"Lagerstroemia indica";"L.";"Lagerstroemia indica";"L.";"Accepted";"species"
7533;"Lagerstroemia speciosa";"Lagerstroemia speciosa";"(L.) Pers.";"Lagerstroemia speciosa";"Pers.";"Accepted";"species"
988;"Laguncularia racemosa";"Laguncularia racemosa";"(L.) C.F. Gaertn.";"Laguncularia racemosa";"C.F.Gaertn.";"Accepted";"species"
7539;"Lansium domesticum";"Lansium domesticum";"Corrêa";"Dysoxylum parasiticum";"(Osbeck) Kosterm.";"Accepted";"species"
7541;"Laplacea portoricensis";"Laplacea portoricensis";"(Krug & Urb.) Dyer";"Gordonia portoricensis";"(Krug & Urb.) H.Keng";"Accepted";"species"
6212;"Larix decidua";"Larix decidua";"Mill.";"Larix decidua";"Mill.";"Accepted";"species"
74;"Larix kaempferi";"Larix kaempferi";"(Lam.) Carrière";"Larix kaempferi";"(Lamb.) Carrière";"Accepted";"species"
71;"Larix laricina";"Larix laricina";"(Du Roi) K. Koch";"Larix laricina";"(Du Roi) K.Koch";"Accepted";"species"
72;"Larix lyallii";"Larix lyallii";"Parl.";"Larix lyallii";"Parl.";"Accepted";"species"
73;"Larix occidentalis";"Larix occidentalis";"Nutt.";"Larix occidentalis";"Nutt.";"Accepted";"species"
75;"Larix sibirica";"Larix sibirica";"Ledeb.";"Larix sibirica";"Ledeb.";"Accepted";"species"
70;"Larix spp.";"Larix";"Mill.";"Larix";"Mill.";"Accepted";"genus"
7543;"Latania loddigesii";"Latania loddigesii";;"Latania loddigesii";"Mart.";"Accepted";"species"
7550;"Lawsonia inermis";"Lawsonia inermis";"L.";"Lawsonia inermis";"L.";"Accepted";"species"
7552;"Leandra krugiana";"Leandra krugiana";"(Cogn.) W.S. Judd & Skean";"Miconia krugiana";"(Cogn.) Majure & Judd";"Accepted";"species"
7556;"Leptocereus quadricostatus";"Leptocereus quadricostatus";"(Bello) Britton & Rose";"Leptocereus quadricostatus";"(Bello) Britton & Rose";"Accepted";"species"
7558;"Leptospermum morrisonii";"Leptospermum morrisonii";"J. Thomp.";"Leptospermum morrisonii";"Joy Thomps.";"Accepted";"species"
7559;"Leptospermum petersonii";"Leptospermum petersonii";"L.H. Bailey";"Leptospermum petersonii";"F.M.Bailey";"Accepted";"species"
7560;"Leptospermum polygalifolim";"Leptospermum polygalifolim";"Salisb.";"Leptospermum polygalifolium";"Salisb.";"Accepted";"species"
7561;"Leptospermum scoparium";"Leptospermum scoparium";"J.R. Forst. & G. Forst.";"Leptospermum scoparium";"J.R.Forst. & G.Forst.";"Accepted";"species"
7562;"Leptospermum spp.";"Leptospermum";"J.R. Forst. & G. Forst.";"Leptospermum";"J.R.Forst. & G.Forst.";"Accepted";"genus"
7564;"Leucaena insularum";"Leucaena insularum";"(Guill.) Daniker";"Schleinitzia insularum";"(Guill.) Burkart";"Accepted";"species"
7565;"Leucaena leucocephala";"Leucaena leucocephala";"(Lam.) de Wit";"Leucaena leucocephala";"(Lam.) de Wit";"Accepted";"species"
869;"Leucaena pulverulenta";"Leucaena pulverulenta";"(Schltdl.) Benth.";"Leucaena pulverulenta";"(Schltdl.) Benth.";"Accepted";"species"
7567;"Leucaena retusa";"Leucaena retusa";"Benth.";"Leucaena retusa";"Benth.";"Accepted";"species"
7566;"Leucaena spp.";"Leucaena";"Benth.";"Leucaena";"Benth.";"Accepted";"genus"
7569;"Licaria brittoniana";"Licaria brittoniana";"Allen & Gregory";"Licaria brittoniana";"C.K.Allen & L.E.Greg.";"Accepted";"species"
7570;"Licaria parvifolia";"Licaria parvifolia";"(Lam.) Kosterm.";"Licaria parvifolia";"(Lam.) Kosterm.";"Accepted";"species"
7573;"Licaria triandra";"Licaria triandra";"(Sw.) Kosterm.";"Licaria triandra";"(Sw.) Kosterm.";"Accepted";"species"
7574;"Ligustrum amurense";"Ligustrum amurense";"Carrière";"Ligustrum obtusifolium  subsp. obtusifolium";;"Accepted";"subspecies"
7577;"Ligustrum japonicum";"Ligustrum japonicum";"Thunb.";"Ligustrum japonicum";"Thunb.";"Accepted";"species"
7578;"Ligustrum lucidum";"Ligustrum lucidum";"W.T. Aiton";"Ligustrum lucidum";"W.T.Aiton";"Accepted";"species"
7579;"Ligustrum ovalifolium";"Ligustrum ovalifolium";"Hassk.";"Ligustrum ovalifolium";"Hassk.";"Accepted";"species"
7575;"Ligustrum sinense";"Ligustrum sinense";"Lour.";"Ligustrum sinense";"Lour.";"Accepted";"species"
7576;"Ligustrum spp.";"Ligustrum";"L.";"Ligustrum";"L.";"Accepted";"genus"
7580;"Lindera melissifolia";"Lindera melissifolia";"(Walter) Blume";"Lindera melissifolia";"(Walter) Blume";"Accepted";"species"
6234;"Lindera subcoriacea";"Lindera subcoriacea";"B.E. Wofford";"Lindera subcoriacea";"Wofford";"Accepted";"species"
7571;"Liquidambar orientalis";"Liquidambar orientalis";"Mill.";"Liquidambar orientalis";"Mill.";"Accepted";"species"
611;"Liquidambar styraciflua";"Liquidambar styraciflua";"L.";"Liquidambar styraciflua";"L.";"Accepted";"species"
621;"Liriodendron tulipifera";"Liriodendron tulipifera";"L.";"Liriodendron tulipifera";"L.";"Accepted";"species"
7583;"Litchi chinensis";"Litchi chinensis";"Sonn. [excluded]";"Litchi chinensis";"Sonn.";"Accepted";"species"
631;"Lithocarpus densiflorus";"Lithocarpus densiflorus";"(Hook. & Arn.) Rehder";"Notholithocarpus densiflorus";"(Hook. & Arn.) Manos, Cannon & S.H.Oh";"Accepted";"species"
7586;"Litsea samoensis";"Litsea samoensis";;"Litsea samoensis";"(Christoph.) A.C.Sm.";"Accepted";"species"
7587;"Litsea spp.";"Litsea";"Lam.";"Litsea";"Lam.";"Accepted";"genus"
7588;"Livistona chinensis";"Livistona chinensis";"(Jacq.) R. Br. ex Mart.";"Livistona chinensis";"(Jacq.) R.Br. ex Mart.";"Accepted";"species"
7590;"Lonchocarpus domingensis";"Lonchocarpus domingensis";"(Turp. ex Pers.) DC.";"Lonchocarpus sericeus";"(Poir.) Kunth ex DC.";"Accepted";"species"
7591;"Lonchocarpus glaucifolius";"Lonchocarpus glaucifolius";"Urb.";"Lonchocarpus glaucifolius";"Urb.";"Accepted";"species"
7592;"Lonchocarpus heptaphyllus";"Lonchocarpus heptaphyllus";"(Poir.) DC.";"Lonchocarpus heptaphyllus";"(Poir.) DC.";"Accepted";"species"
7593;"Lonicera maackii";"Lonicera maackii";"(Rupr.) Herder";"Lonicera maackii";"(Rupr.) Maxim.";"Accepted";"species"
7595;"Lophostemon confertus";"Lophostemon confertus";"(R. Br.) Peter G. Wilson & J.T. Waterh.";"Lophostemon confertus";"(R.Br.) Peter G.Wilson & J.T.Waterh.";"Accepted";"species"
7598;"Lucuma nervosa";"Lucuma nervosa";"A. DC.";"Pouteria campechiana";"(Kunth) Baehni";"Accepted";"species"
7600;"Luehea speciosa";"Luehea speciosa";"Willd.";"Luehea speciosa";"Willd.";"Accepted";"species"
7602;"Lumnitzera littorea";"Lumnitzera littorea";"Voigt";"Lumnitzera littorea";"Voigt";"Accepted";"species"
7606;"Lunania ekmanii";"Lunania ekmanii";"Urb.";"Lunania ekmanii";"Urb.";"Accepted";"species"
7604;"Lunania spp.";"Lunania";"Hook.";"Lunania";"Hook.";"Accepted";"genus"
7608;"Lyonia rubiginosa";"Lyonia rubiginosa";"(Pers.) G. Don";"Lyonia rubiginosa";"(Pers.) G.Don";"Accepted";"species"
884;"Lysiloma latisiliquum";"Lysiloma latisiliquum";"(L.) Benth.";"Lysiloma latisiliquum";"(L.) Benth.";"Accepted";"species"
7614;"Macadamia integrifolia";"Macadamia integrifolia";"Maiden & Betche";"Macadamia integrifolia";"Maiden & Betche";"Accepted";"species"
7616;"Macadamia spp.";"Macadamia";"F. Muell.";"Macadamia";"F.Muell.";"Accepted";"genus"
7617;"Macadamia tetraphylla";"Macadamia tetraphylla";"L.A.S. Johnson";"Macadamia tetraphylla";"L.A.S.Johnson";"Accepted";"species"
7618;"Macaranga carolinensis";"Macaranga carolinensis";"Volkens";"Macaranga carolinensis";"Volkens";"Accepted";"species"
7619;"Macaranga grayana";"Macaranga grayana";;"Macaranga grayana";"Müll.Arg.";"Accepted";"species"
7620;"Macaranga harveyana";"Macaranga harveyana";;"Macaranga harveyana";"Müll.Arg.";"Accepted";"species"
7621;"Macaranga mappa";"Macaranga mappa";"(L.) Müll. Arg.";"Macaranga mappa";"Müll.Arg.";"Accepted";"species"
7623;"Macaranga spp.";"Macaranga";"Thouars";"Macaranga";"Thouars";"Accepted";"genus"
7625;"Macaranga stipulosa";"Macaranga stipulosa";;"Macaranga stipulosa";"Müll.Arg.";"Accepted";"species"
7626;"Macaranga tanarius";"Macaranga tanarius";"(L.) Müll. Arg.";"Macaranga tanarius";"Müll.Arg.";"Accepted";"species"
7627;"Macaranga thompsonii";"Macaranga thompsonii";"Merr.";"Macaranga thompsonii";"Merr.";"Accepted";"species"
7628;"Machaerium lunatum";"Machaerium lunatum";"(L. f.) Ducke";"Machaerium lunatum";"(L.f.) Ducke";"Accepted";"species"
7630;"Machaonia portoricensis";"Machaonia portoricensis";"Baill.";"Machaonia portoricensis";"Baill.";"Accepted";"species"
641;"Maclura pomifera";"Maclura pomifera";"(Raf.) C.K. Schneid.";"Maclura pomifera";"(Raf.) C.K.Schneid.";"Accepted";"species"
7632;"Maclura tinctoria";"Maclura tinctoria";"(L.) D. Don ex Steud.";"Maclura tinctoria";"(L.) D.Don ex Steud.";"Accepted";"species"
7633;"Maesopsis eminii";"Maesopsis eminii";"Engl.";"Maesopsis eminii";"Engl.";"Accepted";"species"
651;"Magnolia acuminata";"Magnolia acuminata";"(L.) L.";"Magnolia acuminata";"(L.) L.";"Accepted";"species"
655;"Magnolia fraseri";"Magnolia fraseri";"Walter";"Magnolia fraseri";"Walter";"Accepted";"species"
652;"Magnolia grandiflora";"Magnolia grandiflora";"L.";"Magnolia grandiflora";"L.";"Accepted";"species"
654;"Magnolia macrophylla";"Magnolia macrophylla";"Michx.";"Magnolia macrophylla";"Michx.";"Accepted";"species"
7635;"Magnolia portoricensis";"Magnolia portoricensis";"Bello";"Magnolia portoricensis";"Bello";"Accepted";"species"
657;"Magnolia pyramidata";"Magnolia pyramidata";"W. Bartram";"Magnolia fraseri  var. pyramidata";"(W.Bartram) Pamp.";"Accepted";"variety"
7637;"Magnolia sieboldii";"Magnolia sieboldii";;"Magnolia sieboldii";"K.Koch";"Accepted";"species"
7636;"Magnolia splendens";"Magnolia splendens";"Urb.";"Magnolia splendens";"Urb.";"Accepted";"species"
650;"Magnolia spp.";"Magnolia";"L.";"Magnolia";"L.";"Accepted";"genus"
7631;"Magnolia stellata";"Magnolia stellata";"(Siebold & Zucc.) Maxim.";"Magnolia stellata";"(Siebold & Zucc.) Maxim.";"Accepted";"species"
658;"Magnolia tripetala";"Magnolia tripetala";"(L.) L.";"Magnolia tripetala";"L.";"Accepted";"species"
653;"Magnolia virginiana";"Magnolia virginiana";"L.";"Magnolia virginiana";"L.";"Accepted";"species"
7634;"Magnolia x soulangiana";"Magnolia x soulangiana";"Soul.-Bod.";"Magnolia × soulangeana";"Soul.-Bod.";"Accepted";"species"
7638;"Mallotus palauensis";"Mallotus palauensis";"Hosok.";"Mallotus tiliifolius";"(Blume) Müll.Arg.";"Accepted";"species"
7639;"Mallotus philippensis";"Mallotus philippensis";"(Lam.) Müll. Arg.";"Mallotus philippensis";"(Lam.) Müll.Arg.";"Accepted";"species"
7641;"Mallotus spp.";"Mallotus";"Lour.";"Mallotus";"Lour.";"Accepted";"genus"
7642;"Mallotus tiliifolius";"Mallotus tiliifolius";"(Blume) Müll. Arg.";"Mallotus tiliifolius";"(Blume) Müll.Arg.";"Accepted";"species"
7643;"Malpighia coccigera";"Malpighia coccigera";"L.";"Malpighia coccigera";"L.";"Accepted";"species"
7644;"Malpighia emarginata";"Malpighia emarginata";"Sessé & Moc. ex DC.";"Malpighia emarginata";"DC.";"Accepted";"species"
7645;"Malpighia fucata";"Malpighia fucata";"Ker Gawl.";"Malpighia fucata";"Ker Gawl.";"Accepted";"species"
7646;"Malpighia glabra";"Malpighia glabra";"L.";"Malpighia glabra";"L.";"Accepted";"species"
7647;"Malpighia infestissima";"Malpighia infestissima";"Rich. ex Nied.";"Malpighia infestissima";"Rich. ex Walp.";"Accepted";"species"
7648;"Malpighia linearis";"Malpighia linearis";"Jacq.";"Malpighia linearis";"Jacq.";"Accepted";"species"
662;"Malus angustifolia";"Malus angustifolia";"(Aiton) Michx.";"Malus angustifolia";"(Aiton) Michx.";"Accepted";"species"
7649;"Malus baccata";"Malus baccata";"(L.) Borkh.";"Malus baccata";"(L.) Borkh.";"Accepted";"species"
663;"Malus coronaria";"Malus coronaria";"(L.) Mill.";"Malus coronaria";"(L.) Mill.";"Accepted";"species"
7650;"Malus floribunda";"Malus floribunda";"Siebold ex Van Houtte";"Malus floribunda";"Siebold ex Van Houtte";"Accepted";"species"
661;"Malus fusca";"Malus fusca";"(Raf.) C.K. Schneid.";"Malus fusca";"(Raf.) C.K.Schneid.";"Accepted";"species"
664;"Malus ioensis";"Malus ioensis";"(Alph. Wood) Britton";"Malus ioensis";"(Alph.Wood) Britton";"Accepted";"species"
7651;"Malus pumila";"Malus pumila";"Mill.";"Malus pumila";"Mill.";"Accepted";"species"
660;"Malus spp.";"Malus";"Mill.";"Malus";"Mill.";"Accepted";"genus"
7652;"Mammea americana";"Mammea americana";"L.";"Mammea americana";"L.";"Accepted";"species"
7653;"Mammea glauca";"Mammea glauca";;"Mammea glauca";"(Merr.) Kosterm.";"Accepted";"species"
7654;"Mammea odorata";"Mammea odorata";"(Raf.) Kosterm.";"Mammea odorata";"(Raf.) Kosterm.";"Accepted";"species"
7655;"Mammea spp.";"Mammea";"L.";"Mammea";"L.";"Accepted";"genus"
885;"Mangifera indica";"Mangifera indica";"L.";"Mangifera indica";"L.";"Accepted";"species"
7657;"Mangifera minor";"Mangifera minor";;"Mangifera minor";"Blume";"Accepted";"species"
7658;"Mangifera odorata";"Mangifera odorata";"Griffith";"Mangifera odorata";"Griff.";"Accepted";"species"
7659;"Mangifera spp.";"Mangifera";"L.";"Mangifera";"L.";"Accepted";"genus"
7660;"Manihot glaziovii";"Manihot glaziovii";"Müll. Arg.";"Manihot carthaginensis  subsp. glaziovii";"(Müll.Arg.) Allem";"Accepted";"subspecies"
7661;"Manihot spp.";"Manihot";"Mill.";"Manihot";"Mill.";"Accepted";"genus"
7662;"Manilkara bidentata";"Manilkara bidentata";"(A. DC.) A. Chev";"Manilkara bidentata";"(A.DC.) A.Chev.";"Accepted";"species"
7663;"Manilkara bidentata ssp. surinamensis";"Manilkara bidentata ssp. surinamensis";"(A. DC.) A. Chev";"Manilkara bidentata";"(A.DC.) A.Chev.";"Accepted";"species"
7664;"Manilkara dissecta";"Manilkara dissecta";;"Manilkara dissecta";"Dubard";"Accepted";"species"
7666;"Manilkara hoshinoi";"Manilkara hoshinoi";;"Manilkara hoshinoi";"(Kaneh.) P.Royen";"Accepted";"species"
7667;"Manilkara jaimiqui";"Manilkara jaimiqui";"(C. Wright) Dubard";"Manilkara jaimiqui";"Dubard";"Accepted";"species"
7669;"Manilkara pleeana";"Manilkara pleeana";"(Pierre ex Baill.) Cronquist";"Manilkara pleeana";"(Pierre ex Baill.) Cronquist";"Accepted";"species"
7671;"Manilkara spp.";"Manilkara";"Adans.";"Manilkara";"Adans.";"Accepted";"genus"
7672;"Manilkara udoido";"Manilkara udoido";"Kaneh.";"Manilkara udoido";"Kaneh.";"Accepted";"species"
7673;"Manilkara valenzuela";"Manilkara valenzuela";"(A. Rich.) T.D. Penn.";"Manilkara valenzuelana";"(A.Rich.) T.D.Penn.";"Accepted";"species"
7674;"Manilkara zapota";"Manilkara zapota";"(L.) P. Royen";"Manilkara zapota";"(L.) P.Royen";"Accepted";"species"
7677;"Mappia racemosa";"Mappia racemosa";"Jacq.";"Mappia racemosa";"Jacq.";"Accepted";"species"
7679;"Maranthes corymbosa";"Maranthes corymbosa";"Blume";"Maranthes corymbosa";"Blume";"Accepted";"species"
7680;"Marattia fraxinea";"Marattia fraxinea";;"Ptisana fraxinea";"(Sm.) Murdock";"Accepted";"species"
7682;"Margaritaria nobilis";"Margaritaria nobilis";"L. f.";"Margaritaria nobilis";"L.f.";"Accepted";"species"
7684;"Marlierea sintenisii";"Marlierea sintenisii";"Kiaersk.";"Myrcia sintenisiana";"M.F.Santos";"Accepted";"species"
7688;"Matayba apetala";"Matayba apetala";"(Macfad.) Radlk. [excluded]";"Matayba apetala";"Radlk.";"Accepted";"species"
7689;"Matayba domingensis";"Matayba domingensis";"(DC.) Radlk.";"Matayba domingensis";"Radlk.";"Accepted";"species"
7694;"Maytenus boaria";"Maytenus boaria";"Molina";"Maytenus boaria";"Molina";"Accepted";"species"
7695;"Maytenus cymosa";"Maytenus cymosa";"Krug & Urb.";"Maytenus cymosa";"Krug & Urb.";"Accepted";"species"
7697;"Maytenus elongata";"Maytenus elongata";"(Urb.) Britton";"Maytenus elongata";"Britton";"Accepted";"species"
7698;"Maytenus laevigata";"Maytenus laevigata";"(Vahl) Griseb. ex Eggers";"Maytenus laevigata";"(Vahl) Griseb. ex Eggers";"Accepted";"species"
715;"Maytenus palauica";"Maytenus palauica";"(Loes.) Fosberg";"Gymnosporia thompsonii";"Merr.";"Accepted";"species"
7699;"Maytenus ponceana";"Maytenus ponceana";"Britton";"Maytenus ponceana";"Britton";"Accepted";"species"
7700;"Maytenus thompsonii";"Maytenus thompsonii";"(Merr.) Fosberg";"Gymnosporia thompsonii";"Merr.";"Accepted";"species"
7702;"Mecranium latifolium";"Mecranium latifolium";"(Cogn.) Skean";"Miconia borinquensis";"Skean, Judd & Majure";"Accepted";"species"
7704;"Medusanthera carolinensis";"Medusanthera carolinensis";"(Kaneh.) R.A. Howard";"Medusanthera laxiflora";"(Miers) R.A.Howard";"Accepted";"species"
7705;"Medusanthera samoensis";"Medusanthera samoensis";;"Medusanthera samoensis";"(Reinecke) R.A.Howard";"Accepted";"species"
7706;"Medusanthera spp.";"Medusanthera";"Seem.";"Medusanthera";"Seem.";"Accepted";"genus"
7715;"Melaleuca linariifolia";"Melaleuca linariifolia";"Sm.";"Melaleuca linariifolia";"Sm.";"Accepted";"species"
992;"Melaleuca quinquenervia";"Melaleuca quinquenervia";"(Cav.) S.F. Blake";"Melaleuca quinquenervia";"(Cav.) S.T.Blake";"Accepted";"species"
7709;"Melaleuca spp.";"Melaleuca";"L.";"Melaleuca";"L.";"Accepted";"genus"
7710;"Melanolepis multiglandulosa";"Melanolepis multiglandulosa";"(Reinw. ex Blume) Rchb. f. & Zoll.";"Melanolepis multiglandulosa";"Rchb. & Zoll.";"Accepted";"species"
7712;"Melastoma candidum";"Melastoma candidum";"D. Don";"Melastoma malabathricum  subsp. malabathricum";;"Accepted";"subspecies"
7713;"Melastoma sanguineum";"Melastoma sanguineum";"Sims";"Melastoma sanguineum";"Sims";"Accepted";"species"
993;"Melia azedarach";"Melia azedarach";"L.";"Melia azedarach";"L.";"Accepted";"species"
7716;"Melia spp.";"Melia";"L.";"Melia";"L.";"Accepted";"genus"
7717;"Melicoccus bijugatus";"Melicoccus bijugatus";"Jacq.";"Melicoccus bijugatus";"Jacq.";"Accepted";"species"
7719;"Melicope anisata";"Melicope anisata";"(H. Mann) T.G. Hartley & B.C. Stone";"Melicope anisata";"(H.Mann) T.G.Hartley & B.C.Stone";"Accepted";"species"
7720;"Melicope balloui";"Melicope balloui";"(Rock) T.G. Hartley & B.C. Stone";"Melicope balloui";"(Rock) T.G.Hartley & B.C.Stone";"Accepted";"species"
7721;"Melicope barbigera";"Melicope barbigera";"A. Gray";"Melicope barbigera";"A.Gray";"Accepted";"species"
7722;"Melicope christophersenii";"Melicope christophersenii";"(H. St. John) T.G. Hartley & B.C. Stone";"Melicope christophersenii";"(St.John) T.G.Hartley & B.C.Stone";"Accepted";"species"
7723;"Melicope cinerea";"Melicope cinerea";"A. Gray";"Melicope cinerea";"A.Gray";"Accepted";"species"
